power_id,bts_id,latitude,longitude,coverage_radius_m,pop_in_buffer_total,pop_in_buffer_in_outage,total_cost_vnd,deployment_time_hr
POWER_0138,6350,16.228750271084987,107.261248850955,1000.0,1569.6278076171875,43.17076110839844,170064.0572659548,0.6765739513274527
POWER_0149,6351,16.567083603064983,107.508748849965,2500.0,22430.37890625,9174.693359375,1682615.5542616576,0.0216067525963023
POWER_0077,6361,16.405416937044976,107.82124884871502,2500.0,17261.05859375,0.0,192380.23113298006,0.7261556348589647
POWER_0018,6373,16.598750269604984,107.383748850465,1000.0,628.29345703125,628.29345703125,1703698.9488330164,0.1477265601969716
POWER_0055,6377,16.264583604274982,107.772082182245,2500.0,1844.006103515625,1844.006103515625,137781.0394219528,0.2074726993950589
POWER_0096,6378,16.404583603714983,107.759582182295,2500.0,8645.845703125,303.3302917480469,120678.17185984872,0.1942039918015541
POWER_0062,6381,16.522916936574983,107.555415516445,1000.0,1792.68359375,0.0,147940.1666047665,0.1940903278247742
POWER_0038,6382,16.506250269974984,107.484582183395,2500.0,24648.24609375,219.0040740966797,116211.59300365043,0.2086393204080471
POWER_0037,6399,16.297083604144976,107.802082182125,2500.0,4332.33740234375,311.7532958984375,97080.04145115327,0.073662516335614
POWER_0129,6404,16.680416935944983,107.417082183665,1000.0,3486.435546875,2309.159423828125,282282.86619730596,0.8331070245472555
POWER_0039,6422,16.43375027026499,107.505415516645,2500.0,3225.071533203125,67.5665283203125,1688442.50917532,0.034859924720647
POWER_0105,6424,16.181250271274983,107.717915515795,1000.0,1863.83740234375,151.77066040039062,204388.41527239198,0.728616053549135
POWER_0059,6433,16.27458360423498,107.777915515555,2500.0,2914.48291015625,2284.23583984375,119783.9748553101,0.1637180461982016
POWER_0098,6441,16.563750269744983,107.314582184075,2500.0,1032.43896484375,624.7047729492188,1733454.1805127752,0.1719905637949254
POWER_0078,6452,16.388750270444977,107.857082181905,2500.0,12414.4140625,0.0,147000.81508620034,0.4389299457826492
POWER_0108,6458,16.41958360365499,107.565415516405,2500.0,16849.359375,105.76460266113281,155580.1002585549,0.2886998068915737
POWER_0126,6473,16.424583603634982,107.815415515405,2500.0,16284.18359375,0.0,129691.7748872062,0.3034058888874092
POWER_0049,6479,16.43041693694499,107.52374884990502,2500.0,8286.015625,0.0,91509.88392513263,0.0276481715554434
POWER_0141,6483,16.66541693600498,107.341248850635,1000.0,2126.3291015625,2126.3291015625,204277.20942667808,0.5253951846426632
